LookbackM,CAGR,Vol,Sharpe,MDD,WinRate,Months,Group
3,-0.008017287085450908,0.1570750511472845,-0.09694151787023134,-0.49910493788467625,0.5431034482758621,116,Dual(300+Gold)
6,0.11488610863228477,0.12161912401264871,0.7933048969511048,-0.13341997779689851,0.6460176991150443,113,Dual(300+Gold)
9,0.06953573696988857,0.1415049053462742,0.4080265011413807,-0.22445738485971412,0.6,110,Dual(300+Gold)
12,0.09321207232193007,0.11610481270347135,0.6548943677817964,-0.17911467638932865,0.5981308411214953,107,Dual(300+Gold)
